,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
106,Vermont,0.577,0.407,0.571,0.414,0.724,0.633,0.71,0.781,0.433,0.758,0.516,0.727,0.714,0.719,0.667,0.636,0.645,0.576,0.611,0.824,0.765,0.788,0.781,0.667,0.818,0.667
107,Austin Peay,0.577,0.423,0.6,0.679,0.379,0.714,0.667,0.406,0.548,0.613,0.686,0.548,0.5,0.563,0.355,0.207,0.357,0.214,0.471,0.321,0.531,0.645,0.613,0.480,0.37,0.214
108,GA Tech,0.576,0.484,0.433,0.567,0.484,0.516,0.757,0.625,0.393,0.625,0.469,0.387,0.629,0.419,0.355,0.516,0.485,0.387,0.583,0.556,0.406,0.438,0.533,0.654,0.355,0.419
109,Hofstra,0.571,0.677,0.774,0.839,0.375,0.276,0.483,0.7,0.788,0.677,0.4,0.645,0.546,0.625,0.313,0.194,0.303,0.588,0.697,0.452,0.6,0.765,0.758,0.565,0.633,0.706
110,Minnesota,0.571,0.607,0.429,0.533,0.581,0.576,0.4,0.656,0.516,0.29,0.588,0.656,0.6,0.548,0.605,0.618,0.649,0.531,0.258,0.706,0.469,0.611,0.484,0.483,0.433,0.29
111,Miami (OH),0.571,0.75,0.5,0.515,0.419,0.444,0.607,0.621,0.621,0.546,0.515,0.567,0.438,0.469,0.276,0.267,0.433,0.387,0.375,0.3,0.438,0.433,0.367,0.500,0.379,0.31
112,Georgia,0.571,0.5,0.323,0.516,0.688,0.704,0.533,0.286,0.5,0.563,0.485,0.375,0.452,0.636,0.469,0.469,0.588,0.636,0.588,0.546,0.546,0.344,0.484,0.520,0.188,0.5
113,WI-Grn Bay,0.571,0.621,0.484,0.393,0.3,0.321,0.593,0.593,0.467,0.516,0.5,0.677,0.606,0.419,0.464,0.515,0.75,0.71,0.618,0.533,0.333,0.528,0.484,0.320,0.138,0.094
114,LA Lafayette,0.567,0.448,0.735,0.536,0.633,0.643,0.667,0.633,0.448,0.276,0.483,0.31,0.429,0.482,0.484,0.375,0.625,0.576,0.531,0.613,0.781,0.567,0.406,0.625,0.483,0.742
115,S Florida,0.567,0.5,0.548,0.594,0.594,0.5,0.259,0.448,0.241,0.4,0.387,0.29,0.606,0.303,0.6,0.387,0.375,0.258,0.242,0.233,0.313,0.611,0.452,0.381,0.258,0.438
116,Clemson,0.563,0.559,0.333,0.387,0.433,0.519,0.357,0.5,0.581,0.694,0.697,0.719,0.656,0.647,0.516,0.419,0.639,0.516,0.548,0.515,0.714,0.588,0.516,0.667,0.515,0.677
117,Florida St,0.563,0.433,0.414,0.276,0.414,0.483,0.563,0.367,0.667,0.629,0.559,0.714,0.688,0.677,0.714,0.529,0.611,0.515,0.588,0.743,0.657,0.784,0.839,0.720,0.548,0.281
118,Arizona St,0.563,0.429,0.581,0.448,0.483,0.613,0.37,0.563,0.393,0.241,0.618,0.714,0.667,0.387,0.323,0.629,0.636,0.529,0.469,0.455,0.625,0.677,0.645,0.440,0.452,0.639
119,Grambling St,0.56,0.222,0.0,0.32,0.296,0.357,0.333,0.5,0.48,0.417,0.292,0.179,0.222,0.364,0.143,0.0,0.148,0.0,0.143,0.433,0.533,0.452,0.464,0.478,0.333,0.71
